   ,DAY,SELF_PASSWORD_CHANGE,HELPED_PASSWORD_CHANGE,SET_ANSWERS,FORGOT_PASSWORD_AUTHN_SUCCESS,FORGOT_PASSWORD_AUTHN_FAIL,FORGOT_PASSWORD_AUTHN_LOCKED,EXPIRATION_NOTICE_SENT,PASSWORD_EXPIRED,PASSWORD_UNLOCK,PASSWORD_UNLOCK_ENT_LDAP,PASSWORD_UNLOCK_AD
1525,1/26/07,236,13,182,10,24,1,657,4,0,0,0
1526,1/27/07,136,2,119,3,4,0,404,0,0,0,0
1527,1/28/07,199,2,166,10,25,3,1039,1,0,0,0
1528,1/29/07,292,31,239,15,25,4,961,4,0,0,0
1529,1/30/07,730,19,658,19,24,1,957,6,0,0,0
1530,1/31/07,611,24,544,14,30,4,954,2,0,0,0
1531,2/1/07,351,19,304,19,38,4,1009,2,0,0,0
1532,2/2/07,234,13,196,10,17,1,1081,2,0,0,0
1533,2/3/07,234,2,200,9,22,3,1095,1,0,0,0
1534,2/4/07,293,3,256,11,22,3,1022,0,0,0,0
1535,2/5/07,713,27,630,28,60,8,1420,1,0,0,0
1536,2/6/07,514,27,468,26,40,4,1547,3,0,0,0
1537,2/7/07,386,33,338,9,20,2,1625,4,0,0,0
1538,2/8/07,286,18,250,17,42,4,1545,2,0,0,0
1539,2/9/07,298,29,253,10,16,1,1868,15,0,0,0
1540,2/10/07,284,5,229,10,29,5,2169,98,0,0,0
1541,2/11/07,391,9,331,13,19,4,2503,104,0,0,0
1542,2/12/07,562,63,468,36,63,6,2675,54,0,0,0
1543,2/13/07,431,52,344,19,33,4,2978,361,0,0,0
1544,2/14/07,346,32,293,10,19,3,2903,375,0,0,0
1545,2/15/07,340,59,278,18,25,2,2888,354,0,0,0
1546,2/16/07,213,7,183,7,29,3,2796,358,0,0,0
1547,2/17/07,167,2,139,5,31,4,2645,363,0,0,0
1548,2/18/07,286,5,235,15,11,1,2593,360,0,0,0
1549,2/19/07,607,82,473,35,42,4,2664,381,0,0,0
1550,2/20/07,582,61,484,23,36,5,2461,348,0,0,0
1551,2/21/07,447,46,381,23,51,7,2478,370,0,0,0
1552,2/22/07,402,45,331,19,40,7,2172,377,0,0,0
1553,2/23/07,368,42,289,16,28,4,1921,360,0,0,0
1554,2/24/07,256,4,212,8,38,4,1760,258,0,0,0
1555,2/25/07,406,11,340,13,52,9,1924,75,0,0,0
1556,2/26/07,665,101,540,33,84,11,2114,60,0,0,0
1557,2/27/07,704,131,570,68,229,30,2357,104,0,0,0
1558,2/28/07,881,180,747,79,350,51,2600,83,0,0,0
1559,3/1/07,913,194,731,103,424,55,2602,353,0,0,0
1560,3/2/07,608,99,489,60,182,22,2502,352,0,0,0
1561,3/3/07,334,13,271,32,98,12,2366,345,0,0,0
1562,3/4/07,522,22,417,39,119,18,2246,350,0,0,0
1563,3/5/07,759,203,614,37,92,10,2073,273,0,0,0
1564,3/6/07,566,121,463,37,83,8,2084,153,0,0,0
1565,3/7/07,439,112,379,20,67,8,2115,178,0,0,0
1566,3/8/07,623,95,534,30,55,9,2230,164,0,0,0
1567,3/9/07,321,67,281,15,35,4,2253,192,0,0,0
1568,3/10/07,209,11,175,11,32,4,2149,245,0,0,0
1569,3/11/07,347,13,289,12,48,6,2010,284,0,0,0
1570,3/12/07,554,134,470,31,89,12,1859,315,0,0,0
1571,3/13/07,407,93,336,23,77,12,1845,192,0,0,0
1572,3/14/07,411,102,336,28,65,5,1895,113,0,0,0
1573,3/15/07,499,125,389,47,119,16,2047,118,0,0,0
1574,3/16/07,379,101,297,39,125,14,2138,134,0,0,0
1575,3/17/07,248,26,185,31,169,24,2194,159,0,0,0
1576,3/18/07,361,39,295,32,175,25,2120,217,0,0,0
1577,3/19/07,515,182,381,59,209,29,2197,232,0,0,0
1578,3/20/07,407,110,324,45,184,26,2260,244,0,0,0
1579,3/21/07,350,103,266,44,126,16,2157,231,0,0,0
1580,3/22/07,329,97,259,38,135,18,2058,209,0,0,0
1581,3/23/07,271,67,210,35,61,5,1970,279,0,0,0
1582,3/24/07,210,14,164,21,41,3,1893,188,0,0,0
1583,3/25/07,202,13,165,22,79,8,1879,144,0,0,0
1584,3/26/07,335,131,270,38,84,12,1917,134,0,0,0
1585,3/27/07,278,108,201,35,100,12,2021,104,0,0,0
1586,3/28/07,232,109,177,40,63,7,2156,110,0,0,0
1587,3/29/07,204,119,159,27,89,9,2281,130,0,0,0
1588,3/30/07,157,13,121,19,52,6,2372,145,0,0,0
1589,3/31/07,156,18,110,38,77,9,2450,166,0,0,0
1590,4/1/07,320,35,239,52,113,12,2655,175,0,0,0
1591,4/2/07,627,434,526,57,135,13,2797,242,0,0,0
1592,4/3/07,557,192,378,152,583,76,3053,213,0,0,0
1593,4/4/07,279,145,226,36,165,19,3026,291,0,0,0
1594,4/5/07,209,101,173,23,87,11,3007,405,0,0,0
1595,4/6/07,147,77,113,19,65,11,3118,379,0,0,0
1596,4/7/07,100,11,83,7,74,13,3172,386,0,0,0
1597,4/8/07,139,9,111,16,37,2,3176,382,0,0,0
1598,4/9/07,319,120,275,36,90,12,3061,454,0,0,0
1599,4/10/07,278,107,229,36,79,8,3175,415,0,0,0
1600,4/11/07,162,65,129,23,89,10,3148,435,0,0,0
1601,4/12/07,141,65,105,21,69,9,3142,399,0,0,0
1602,4/13/07,109,48,81,19,57,9,3104,405,0,0,0
1603,4/14/07,93,10,61,16,40,4,3086,443,0,0,0
1604,4/15/07,153,10,116,28,60,9,3108,429,0,0,0
1605,4/16/07,264,117,198,64,142,17,3079,421,0,0,0
1606,4/17/07,250,119,166,86,228,27,3147,366,0,0,0
1607,4/18/07,217,77,162,46,70,6,3196,415,0,0,0
1608,4/19/07,169,55,132,27,80,9,3069,427,0,0,0
1609,4/20/07,158,96,126,24,98,10,3176,397,0,0,0
1610,4/21/07,133,13,97,20,59,8,3267,409,0,0,0
1611,4/22/07,206,18,162,22,95,15,3253,407,0,0,0
1612,4/23/07,326,85,261,38,115,16,3231,444,0,0,0
1613,4/24/07,293,83,225,31,77,8,3258,460,0,0,0
1614,4/25/07,209,49,139,34,68,9,3243,428,0,0,0
1615,4/26/07,181,59,141,29,63,8,3044,445,0,0,0
1616,4/27/07,92,38,63,17,42,8,2796,439,0,0,0
1617,4/28/07,118,12,79,47,133,19,2853,450,0,0,0
1618,4/29/07,215,13,160,41,129,20,2814,454,0,0,0
1619,4/30/07,258,87,202,53,148,19,2801,472,0,0,0
1620,5/1/07,200,64,150,26,90,10,3369,467,0,0,0
1621,5/2/07,137,42,90,33,62,7,2762,455,0,0,0
1622,5/3/07,74,34,55,13,31,4,2732,446,0,0,0
1623,5/4/07,61,12,44,6,24,1,2715,441,0,0,0
1624,5/5/07,40,1,34,7,19,3,2787,418,0,0,0
1625,5/6/07,82,7,58,12,27,4,2759,453,0,0,0
1626,5/7/07,137,42,96,18,52,6,2671,461,0,0,0
1627,5/8/07,108,31,85,14,29,3,2638,451,0,0,0
1628,5/9/07,108,35,75,18,47,6,2583,455,0,0,0
1629,5/10/07,93,32,61,20,17,0,2613,446,0,0,0
1630,5/11/07,73,22,57,8,16,3,2639,446,0,0,0
1631,5/12/07,28,0,18,4,13,2,2475,438,0,0,0
1632,5/13/07,72,0,49,16,32,3,2258,454,0,0,0
1633,5/14/07,133,43,97,27,51,5,2180,469,0,0,0
1634,5/15/07,102,34,74,16,41,7,2117,445,0,0,0
1635,5/16/07,105,29,74,21,58,7,2084,451,0,0,0
1636,5/17/07,86,30,67,13,31,6,2012,422,0,0,0
1637,5/18/07,76,20,55,7,26,3,2140,439,0,0,0
1638,5/19/07,57,0,42,10,16,3,1899,424,0,0,0
1639,5/20/07,98,0,73,12,25,0,1644,364,0,0,0
1640,5/21/07,168,53,134,17,18,2,1239,387,0,0,0
1641,5/22/07,108,20,80,13,33,3,1050,0,0,0,0
1642,5/23/07,111,30,87,12,22,2,971,344,0,0,0
1643,5/24/07,88,24,75,6,34,4,851,239,0,0,0
1644,5/25/07,72,17,50,14,29,2,677,231,0,0,0
1645,5/26/07,36,0,26,5,19,3,437,178,0,0,0
1646,5/27/07,25,0,17,5,16,1,198,165,0,0,0
1647,5/28/07,33,0,12,20,42,6,54,188,0,0,0
1648,5/29/07,96,100,72,22,43,5,70,124,0,0,0
1649,5/30/07,70,54,46,14,32,5,47,1,0,0,0
1650,5/31/07,35,36,20,13,32,2,93,4,0,0,0
1651,6/1/07,29,19,16,10,34,3,558,4,0,0,0
1652,6/2/07,23,0,13,6,20,4,52,2,0,0,0
1653,6/3/07,14,0,9,6,14,1,59,0,0,0,0
1654,6/4/07,64,53,46,14,43,7,61,0,0,0,0
1655,6/5/07,33,24,21,7,41,5,71,0,0,0,0
1656,6/6/07,31,24,20,7,28,5,38,12,0,0,0
1657,6/7/07,29,19,20,7,35,5,16,6,0,0,0
1658,6/8/07,27,19,14,10,24,2,25,9,0,0,0
1659,6/9/07,11,0,6,3,13,2,50,4,0,0,0
1660,6/10/07,17,0,12,5,23,2,44,0,0,0,0
1661,6/11/07,84,26,66,13,47,7,37,0,0,0,0
1662,6/12/07,54,40,47,11,33,3,47,6,0,0,0
1663,6/13/07,51,28,33,17,41,3,42,3,0,0,0
1664,6/14/07,27,12,16,11,36,7,23,3,0,0,0
1665,6/15/07,30,20,21,8,44,5,34,2,0,0,0
1666,6/16/07,16,0,10,7,39,4,101,5,0,0,0
1667,6/17/07,21,0,9,11,46,8,107,0,0,0,0
1668,6/18/07,99,34,74,22,52,6,302,0,0,0,0
1669,6/19/07,56,25,38,16,58,8,187,6,0,0,0
1670,6/20/07,59,24,38,12,59,6,129,5,0,0,0
1671,6/21/07,46,20,26,18,29,0,81,4,0,0,0
1672,6/22/07,30,25,18,12,38,4,78,5,0,0,0
1673,6/23/07,15,0,6,7,20,1,68,9,0,0,0
1674,6/24/07,14,0,10,7,9,0,72,0,0,0,0
1675,6/25/07,49,31,31,14,62,8,123,0,0,0,0
1676,6/26/07,32,18,21,9,40,6,98,3,0,0,0
1677,6/27/07,45,36,28,13,48,6,74,3,0,0,0
1678,6/28/07,67,8,59,8,26,5,58,2,0,0,0
1679,6/29/07,43,19,30,16,20,5,57,2,0,0,0
1680,6/30/07,13,0,12,3,24,3,91,4,0,0,0
1681,7/1/07,23,0,16,10,28,3,543,0,0,0,0
1682,7/2/07,43,28,32,10,39,4,39,0,0,0,0
1683,7/3/07,61,33,49,10,44,5,55,5,0,0,0
1684,7/4/07,12,0,5,6,6,2,44,4,0,0,0
1685,7/5/07,40,20,23,15,40,1,29,11,0,0,0
1686,7/6/07,23,11,18,4,31,4,32,1,0,0,0
1687,7/7/07,15,0,9,5,18,2,28,2,0,0,0
1688,7/8/07,20,0,11,9,19,2,25,0,0,0,0
1689,7/9/07,37,23,26,11,56,4,38,0,0,0,0
1690,7/10/07,37,22,20,15,62,5,40,7,0,0,0
1691,7/11/07,34,12,16,18,50,4,37,7,0,0,0
1692,7/12/07,36,20,15,17,40,2,21,0,0,0,0
1693,7/13/07,24,13,13,15,43,5,32,7,0,0,0
1694,7/14/07,12,0,5,8,20,2,28,0,0,0,0
1695,7/15/07,11,0,5,9,37,7,35,0,0,0,0
1696,7/16/07,39,33,21,18,64,11,91,0,0,0,0
1697,7/17/07,105,24,82,17,44,4,117,6,0,0,0
1698,7/18/07,55,23,42,14,40,3,279,7,0,0,0
1699,7/19/07,52,23,31,14,47,6,166,0,0,0,0
1700,7/20/07,43,78,27,13,53,5,116,7,0,0,0
1701,7/21/07,12,0,7,5,12,1,143,4,0,0,0
1702,7/22/07,18,0,8,8,13,1,81,0,0,0,0
1703,7/23/07,73,39,46,20,79,11,59,0,0,0,0
1704,7/24/07,56,39,36,22,71,5,135,5,0,0,0
1705,7/25/07,50,21,33,20,60,8,181,2,0,0,0
1706,7/26/07,40,45,25,10,51,5,124,4,0,0,0
1707,7/27/07,35,19,18,9,49,9,78,3,0,0,0
1708,7/28/07,14,0,7,5,20,1,56,32,0,0,0
1709,7/29/07,26,0,9,18,40,5,68,1,0,0,0
1710,7/30/07,61,48,36,29,70,8,44,0,0,0,0
1711,7/31/07,90,47,46,28,60,6,125,3,0,0,0
1712,8/1/07,67,24,33,22,49,3,535,8,0,0,0
1713,8/2/07,57,22,32,22,61,7,24,3,0,0,0
1714,8/3/07,39,25,24,12,29,2,50,10,0,0,0
1715,8/4/07,7,0,5,2,29,3,54,1,0,0,0
1716,8/5/07,13,0,6,10,32,2,51,0,0,0,0
1717,8/6/07,45,31,31,11,56,8,33,0,0,0,0
1718,8/7/07,41,19,25,13,39,5,32,11,0,0,0
1719,8/8/07,38,17,21,18,31,3,32,5,0,0,0
1720,8/9/07,25,13,17,5,34,5,32,0,0,0,0
1721,8/10/07,35,18,22,11,29,7,30,7,0,0,0
1722,8/11/07,12,0,7,3,25,5,38,4,0,0,0
1723,8/12/07,26,0,18,7,16,2,34,0,0,0,0
1724,8/13/07,45,31,28,18,38,3,40,0,0,0,0
1725,8/14/07,50,30,40,6,47,6,45,4,0,0,0
1726,8/15/07,45,26,32,11,32,5,47,1,0,0,0
1727,8/16/07,43,27,28,12,36,5,91,3,0,0,0
1728,8/17/07,36,17,21,14,21,3,112,0,0,0,0
1729,8/18/07,14,0,8,4,12,3,291,2,0,0,0
1730,8/19/07,15,1,9,6,19,3,178,0,0,0,0
1731,8/20/07,70,34,46,13,24,3,135,0,0,0,0
1732,8/21/07,79,36,43,24,33,4,102,7,0,0,0
1733,8/22/07,37,23,27,10,38,3,90,4,0,0,0
1734,8/23/07,38,20,23,11,52,6,61,4,0,0,0
1735,8/24/07,31,23,24,8,20,3,64,3,0,0,0
1736,8/25/07,18,0,9,6,14,2,124,3,0,0,0
1737,8/26/07,14,0,6,6,28,6,78,0,0,0,0
1738,8/27/07,36,22,17,11,41,5,63,1,0,0,0
1739,8/28/07,31,13,22,4,12,1,64,6,0,0,0
1740,8/29/07,32,8,19,8,63,10,62,8,0,0,0
1741,8/30/07,28,25,19,7,14,2,20,7,0,0,0
1742,8/31/07,25,9,16,8,35,4,86,7,0,0,0
1743,9/1/07,12,0,8,4,6,1,498,7,0,0,0
1744,9/2/07,7,0,1,5,14,2,42,0,0,0,0
1745,9/3/07,10,0,6,2,24,3,44,0,0,0,0
1746,9/4/07,47,32,28,16,48,6,84,5,0,0,0
1747,9/5/07,39,14,23,5,43,4,83,4,0,0,0
1748,9/6/07,51,25,40,2,20,4,33,2,0,0,0
1749,9/7/07,38,24,24,11,18,3,31,6,0,0,0
1750,9/8/07,20,0,6,17,60,10,39,2,0,0,0
1751,9/9/07,19,0,9,11,36,4,64,0,0,0,0
1752,9/10/07,46,34,30,6,55,6,72,0,0,0,0
1753,9/11/07,38,19,31,3,39,7,79,0,0,0,0
1754,9/12/07,56,33,37,13,37,5,102,7,0,0,0
1755,9/13/07,41,24,25,10,18,1,95,6,0,0,0
1756,9/14/07,37,20,21,12,21,3,68,4,0,0,0
1757,9/15/07,15,0,12,4,31,4,73,3,0,0,0
1758,9/16/07,33,0,20,7,55,7,169,6,0,0,0
1759,9/17/07,93,54,69,16,63,11,206,0,0,0,0
1760,9/18/07,140,37,107,16,42,4,396,7,0,0,0
1761,9/19/07,114,31,91,7,49,4,284,9,0,0,0
1762,9/20/07,87,24,55,10,22,0,140,5,0,0,0
1763,9/21/07,48,26,37,2,3,1,114,51,0,0,0
1764,9/22/07,16,0,9,3,10,2,134,26,0,0,0
1765,9/23/07,26,0,17,5,11,2,118,10,0,0,0
1766,9/24/07,63,29,48,8,21,1,124,7,0,0,0
1767,9/25/07,49,13,35,10,37,5,169,13,0,0,0
1768,9/26/07,58,22,39,13,33,3,107,23,0,0,0
1769,9/27/07,55,19,35,15,33,4,92,11,0,0,0
1770,9/28/07,26,16,21,2,16,2,69,13,0,0,0
1771,9/29/07,11,0,7,2,15,3,87,12,0,0,0
1772,9/30/07,14,0,7,6,13,1,114,8,0,0,0
1773,10/1/07,57,28,38,12,17,2,592,5,0,0,0
1774,10/2/07,82,21,63,7,20,4,574,10,0,0,0
1775,10/3/07,55,7,42,7,21,1,393,8,0,0,0
1776,10/4/07,43,17,31,9,24,1,236,20,0,0,0
1777,10/5/07,47,7,40,7,15,1,177,11,0,0,0
1778,10/6/07,23,0,14,5,6,1,173,17,0,0,0
1779,10/7/07,37,0,20,11,14,1,166,7,0,0,0
1780,10/8/07,159,23,136,11,26,3,577,1,0,0,0
1781,10/9/07,95,19,76,11,22,4,297,12,0,0,0
1782,10/10/07,67,7,54,7,23,2,411,18,0,0,0
1783,10/11/07,55,20,41,6,3,0,244,10,0,0,0
1784,10/12/07,38,7,29,6,11,0,233,10,0,0,0
1785,10/13/07,20,0,13,3,3,0,247,13,0,0,0
1786,10/14/07,30,0,25,1,12,2,470,3,0,0,0
1787,10/15/07,78,11,59,11,23,2,575,2,0,0,0
1788,10/16/07,55,13,41,11,25,3,929,7,0,0,0
1789,10/17/07,64,9,52,8,25,2,842,53,0,0,0
1790,10/18/07,41,19,28,8,14,3,340,49,0,0,0
1791,10/19/07,55,16,42,5,21,4,234,208,0,0,0
1792,10/20/07,35,0,29,5,1,0,639,108,0,0,0
1793,10/21/07,33,0,20,6,30,3,436,24,0,0,0
1794,10/22/07,91,12,56,16,46,3,338,18,0,0,0
1795,10/23/07,75,10,52,13,18,2,603,31,0,0,0
1796,10/24/07,72,16,57,4,11,0,735,20,0,0,0
1797,10/25/07,170,17,149,11,25,4,567,21,0,0,0
1798,10/26/07,91,13,78,5,8,1,308,60,0,0,0
1799,10/27/07,53,0,46,4,16,2,316,27,0,0,0
1800,10/28/07,65,0,49,5,2,0,1097,14,0,0,0
1801,10/29/07,118,16,96,8,31,6,1163,10,0,0,0
1802,10/30/07,480,28,430,17,32,4,1007,24,0,0,0
1803,10/31/07,194,23,163,11,28,2,2366,17,0,0,0
1804,11/1/07,153,26,126,14,21,3,1306,23,0,0,0
1805,11/2/07,96,15,74,7,28,4,851,414,0,0,0
1806,11/3/07,90,0,66,12,21,1,851,324,0,0,0
1807,11/4/07,134,0,119,11,27,4,2173,81,0,0,0
1808,11/5/07,190,23,151,21,40,4,2020,52,0,0,0
1809,11/6/07,440,12,394,20,89,13,1581,73,0,0,0
1810,11/7/07,204,24,168,11,37,4,1358,80,0,0,0
1811,11/8/07,116,17,92,10,47,4,980,67,0,0,0
1812,11/9/07,121,14,88,7,20,1,2538,332,0,0,0
1813,11/10/07,73,0,62,7,27,3,1294,104,0,0,0
1814,11/11/07,94,1,73,5,45,5,1095,71,0,0,0
1815,11/12/07,164,0,127,8,41,7,1963,54,0,0,0
1816,11/13/07,717,30,648,24,60,6,1239,80,0,0,0
1817,11/14/07,410,23,360,27,57,6,801,62,0,0,0
1818,11/15/07,200,15,164,18,62,7,1754,50,0,0,0
1819,11/16/07,118,15,95,11,15,0,1120,52,0,0,0
1820,11/17/07,71,0,57,5,23,0,1028,46,0,0,0
1821,11/18/07,130,0,101,8,41,6,1129,18,0,0,0
1822,11/19/07,160,29,124,17,45,8,1209,23,0,0,0
1823,11/20/07,114,17,94,12,55,6,1494,27,0,0,0
1824,11/21/07,480,8,429,24,42,3,912,357,0,0,0
1825,11/22/07,169,0,151,9,24,3,1513,145,0,0,0
1826,11/23/07,123,0,106,7,31,5,786,89,0,0,0
1827,11/24/07,117,0,101,8,18,2,1255,46,0,0,0
1828,11/25/07,219,0,181,23,68,10,1244,38,0,0,0
1829,11/26/07,555,37,485,31,79,10,2032,32,0,0,0
1830,11/27/07,250,21,204,14,78,10,2423,69,0,0,0
1831,11/28/07,161,11,121,20,51,4,1999,62,0,0,0
1832,11/29/07,277,25,238,30,104,14,1939,374,0,0,0
1833,11/30/07,224,34,188,23,106,14,1976,163,0,0,0
1834,12/1/07,119,0,103,14,45,3,1157,895,0,0,0
1835,12/2/07,140,0,112,17,45,5,1121,204,0,0,0
1836,12/3/07,334,30,284,35,86,8,1164,141,0,0,0
1837,12/4/07,207,26,168,22,48,5,2091,143,0,0,0
1838,12/5/07,167,21,128,24,58,8,1747,119,0,0,0
1839,12/6/07,143,21,115,13,48,5,1150,267,0,0,0
1840,12/7/07,89,23,71,14,30,4,873,188,0,0,0
1841,12/8/07,53,0,42,6,16,1,1022,125,0,0,0
1842,12/9/07,104,0,82,18,55,6,2596,72,0,0,0
1843,12/10/07,139,24,108,20,77,8,1357,60,0,0,0
1844,12/11/07,954,21,867,37,67,8,1308,80,0,0,0
1845,12/12/07,412,21,359,34,70,9,1259,84,0,0,0
1846,12/13/07,1452,15,1335,52,65,8,923,233,0,0,0
1847,12/14/07,376,6,333,27,35,3,734,100,0,0,0
1848,12/15/07,280,0,238,21,32,2,991,69,0,0,0
1849,12/16/07,245,0,217,17,20,1,1078,39,0,0,0
1850,12/17/07,1097,19,992,48,75,10,1056,40,0,0,0
1851,12/18/07,397,17,349,27,50,4,1020,38,0,0,0
1852,12/19/07,245,14,208,24,69,8,1368,76,0,0,0
1853,12/20/07,178,14,146,18,46,4,610,201,0,0,0
1854,12/21/07,128,10,103,17,50,4,474,315,0,0,0
1855,12/22/07,108,0,87,16,22,3,507,132,0,0,0
1856,12/23/07,93,0,70,17,59,9,590,40,0,0,0
1857,12/24/07,70,0,58,12,45,5,2385,48,0,0,0
1858,12/25/07,52,0,39,10,20,2,1018,35,0,0,0
1859,12/26/07,497,21,442,21,82,12,699,26,0,0,0
1860,12/27/07,353,6,304,30,53,6,1072,54,0,0,0
1861,12/28/07,198,15,164,20,43,7,732,59,0,0,0
1862,12/29/07,157,0,134,13,62,11,662,39,0,0,0
1863,12/30/07,137,0,110,20,38,3,582,52,0,0,0
1864,12/31/07,107,0,87,17,41,3,2362,34,0,0,0
1865,1/1/08,117,0,91,26,54,6,3177,27,0,0,0
1866,1/2/08,268,37,207,35,101,11,1854,45,0,0,0
1867,1/3/08,360,32,298,37,76,5,1621,56,0,0,0
1868,1/4/08,197,40,162,25,56,8,1101,74,0,0,0
1869,1/5/08,181,0,138,29,100,13,3029,605,0,0,0
1870,1/6/08,259,0,178,47,126,16,3260,196,0,0,0
1871,1/7/08,372,89,300,51,115,11,3355,111,0,0,0
1872,1/8/08,905,45,793,43,145,16,3524,127,0,0,0
1873,1/9/08,451,38,383,46,75,8,1649,164,0,0,0
1874,1/10/08,273,32,207,32,94,12,1192,1676,0,0,0
1875,1/11/08,185,31,144,24,86,7,1141,485,0,0,0
1876,1/12/08,130,0,105,17,67,7,1444,250,0,0,0
1877,1/13/08,184,0,140,26,105,13,1427,145,0,0,0
1878,1/14/08,267,46,204,54,133,16,1170,184,0,0,0
1879,1/15/08,407,35,342,38,84,8,2092,152,0,0,0
1880,1/16/08,303,27,246,30,78,9,1219,211,0,0,0
1881,1/17/08,230,29,177,25,66,8,861,268,0,0,0
1882,1/18/08,143,25,110,33,96,11,917,153,0,0,0
1883,1/19/08,95,0,69,11,48,4,1306,120,0,0,0
1884,1/20/08,133,0,106,15,40,3,1875,76,0,0,0
1885,1/21/08,237,0,170,21,82,9,1696,73,0,0,0
1886,1/22/08,284,30,219,30,98,11,1863,129,0,0,0
1887,1/23/08,221,33,165,19,100,12,1562,118,0,0,0
1888,1/24/08,174,14,124,24,47,6,1046,157,0,0,0
1889,1/25/08,159,15,120,23,74,6,1070,304,0,0,0
1890,1/26/08,145,0,110,12,50,6,1777,138,0,0,0
1891,1/27/08,130,0,87,14,53,8,2283,73,0,0,0
1892,1/28/08,339,50,262,34,143,18,2755,66,0,0,0
1893,1/29/08,274,26,225,31,91,12,1874,119,0,0,0
1894,1/30/08,148,23,109,18,76,8,1360,120,0,0,0
1895,1/31/08,224,32,171,28,78,11,1715,494,0,0,0
1896,2/1/08,204,38,149,30,75,9,1676,401,0,0,0
1897,2/2/08,160,0,110,23,71,10,1734,194,0,0,0
1898,2/3/08,184,0,138,26,78,6,2229,113,0,0,0
1899,2/4/08,391,35,303,42,91,12,2507,125,0,0,0
1900,2/5/08,267,31,182,25,78,9,1902,154,0,0,0
1901,2/6/08,263,21,206,19,98,12,1503,403,0,0,0
1902,2/7/08,682,32,585,31,81,9,1550,303,0,0,0
1903,2/8/08,240,13,198,15,66,10,1259,220,0,0,0
1904,2/9/08,195,0,145,20,48,6,1300,161,0,0,0
1905,2/10/08,278,0,210,18,98,13,1655,121,0,0,0
1906,2/11/08,406,47,313,32,147,20,2097,121,0,0,0
1907,2/12/08,1032,40,872,60,123,15,1913,129,0,0,0
1908,2/13/08,453,28,378,32,119,12,1121,193,0,0,0
1909,2/14/08,243,27,194,21,67,8,1813,171,0,0,0
1910,2/15/08,209,0,161,24,118,15,1603,145,0,0,0
1911,2/16/08,218,0,178,15,82,12,1338,163,0,0,0
1912,2/17/08,305,0,238,33,78,9,1755,105,0,0,0
1913,2/18/08,511,53,415,46,166,20,2245,70,0,0,0
1914,2/19/08,447,49,355,39,161,22,1941,108,0,0,0
1915,2/20/08,647,44,530,52,121,12,1782,224,0,0,0
1916,2/21/08,422,38,335,47,97,9,1888,171,0,0,0
1917,2/22/08,283,35,217,34,109,13,1571,150,0,0,0
1918,2/23/08,224,0,165,33,92,8,1479,123,0,0,0
1919,2/24/08,339,0,250,47,172,22,2064,114,0,0,0
1920,2/25/08,1008,67,834,82,210,26,2856,74,0,0,0
1921,2/26/08,631,65,513,70,157,21,2612,122,0,0,0
1922,2/27/08,433,49,342,49,171,18,2272,211,0,0,0
1923,2/28/08,310,52,224,38,133,13,2244,291,0,0,0
1924,2/29/08,278,45,220,29,92,13,2244,437,0,0,0
1925,3/1/08,260,0,206,25,111,18,2022,482,0,0,0
1926,3/2/08,445,0,335,59,162,24,2183,286,0,0,0
1927,3/3/08,597,99,452,69,253,33,2247,138,0,0,0
1928,3/4/08,419,67,318,54,170,26,1755,206,0,0,0
1929,3/5/08,564,74,433,75,314,42,1433,316,0,0,0
1930,3/6/08,959,138,694,214,887,119,1462,222,0,0,0
1931,3/7/08,579,120,431,133,537,66,1327,169,0,0,0
1932,3/8/08,355,0,257,71,260,30,1338,306,0,0,0
1933,3/9/08,448,0,343,73,293,39,1435,136,0,0,0
1934,3/10/08,669,137,518,103,370,56,1713,75,0,0,0
1935,3/11/08,498,132,395,74,246,28,1541,110,0,0,0
1936,3/12/08,457,109,354,69,259,32,1366,199,0,0,0
1937,3/13/08,497,124,369,78,333,44,1309,153,0,0,0
1938,3/14/08,377,87,288,63,300,43,1242,152,0,0,0
1939,3/15/08,386,0,297,71,267,38,1445,283,0,0,0
1940,3/16/08,426,0,323,63,252,38,1479,168,0,0,0
1941,3/17/08,733,191,540,123,410,60,1513,113,0,0,0
1942,3/18/08,518,102,395,90,303,44,1290,154,0,0,0
1943,3/19/08,550,109,397,118,341,44,1041,220,0,0,0
1944,3/20/08,436,90,315,82,322,41,878,165,0,0,0
1945,3/21/08,308,67,217,49,148,16,879,144,0,0,0
1946,3/22/08,226,0,174,31,132,15,1026,136,0,0,0
1947,3/23/08,250,0,193,36,190,26,1171,101,0,0,0
1948,3/24/08,399,97,302,73,218,26,1217,71,0,0,0
1949,3/25/08,337,66,243,55,190,25,1103,96,0,0,0
1950,3/26/08,282,89,208,46,174,25,735,108,0,0,0
1951,3/27/08,218,79,159,35,151,22,692,117,0,0,0
1952,3/28/08,219,55,166,37,92,9,938,112,0,0,0
1953,3/29/08,178,0,140,22,75,13,1176,82,0,0,0
1954,3/30/08,245,0,189,34,62,8,1106,46,0,0,0
1955,3/31/08,365,0,281,51,221,34,1286,49,0,0,0
1956,4/1/08,481,278,361,47,178,23,1005,99,0,0,0
1957,4/2/08,338,85,253,58,189,27,674,157,0,0,0
1958,4/3/08,225,59,167,39,115,14,501,246,0,0,0
1959,4/4/08,123,52,84,26,51,6,500,96,0,0,0
1960,4/5/08,113,0,82,18,54,7,665,71,0,0,0
